"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Great Oaks Charter School Bridgeport","","2014-2015","School Policy Violations","Incidents","Number","61"
"Great Oaks Charter School Bridgeport","","2014-2015","Sexually Related Behavior","Incidents","Number","7"
"Great Oaks Charter School Bridgeport","","2014-2015","Personally Threatening Behavior","Incidents","Number","7"
"Great Oaks Charter School Bridgeport","","2014-2015","Theft Related Behaviors","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","66"
"Great Oaks Charter School Bridgeport","","2014-2015","Fighting and Battery","Incidents","Number","11"
"Great Oaks Charter School Bridgeport","","2014-2015","Property Damage","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2014-2015","Weapons","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2015-2016","School Policy Violations","Incidents","Number","148"
"Great Oaks Charter School Bridgeport","","2015-2016","Sexually Related Behavior","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2015-2016","Personally Threatening Behavior","Incidents","Number","18"
"Great Oaks Charter School Bridgeport","","2015-2016","Theft Related Behaviors","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2015-2016","Physical and Verbal Confrontation","Incidents","Number","81"
"Great Oaks Charter School Bridgeport","","2015-2016","Fighting and Battery","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2015-2016","Property Damage","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2015-2016","Weapons","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2016-2017","Violent Crimes Against Persons","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2016-2017","School Policy Violations","Incidents","Number","198"
"Great Oaks Charter School Bridgeport","","2016-2017","Sexually Related Behavior","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2016-2017","Personally Threatening Behavior","Incidents","Number","12"
"Great Oaks Charter School Bridgeport","","2016-2017","Theft Related Behaviors","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2016-2017","Physical and Verbal Confrontation","Incidents","Number","76"
"Great Oaks Charter School Bridgeport","","2016-2017","Fighting and Battery","Incidents","Number","103"
"Great Oaks Charter School Bridgeport","","2016-2017","Property Damage","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2016-2017","Weapons","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2017-2018","Violent Crimes Against Persons","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2017-2018","School Policy Violations","Incidents","Number","51"
"Great Oaks Charter School Bridgeport","","2017-2018","Sexually Related Behavior","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2017-2018","Personally Threatening Behavior","Incidents","Number","13"
"Great Oaks Charter School Bridgeport","","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2017-2018","Physical and Verbal Confrontation","Incidents","Number","87"
"Great Oaks Charter School Bridgeport","","2017-2018","Fighting and Battery","Incidents","Number","36"
"Great Oaks Charter School Bridgeport","","2017-2018","Property Damage","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2017-2018","Weapons","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","8"
"Great Oaks Charter School Bridgeport","","2018-2019","Violent Crimes Against Persons","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2018-2019","School Policy Violations","Incidents","Number","44"
"Great Oaks Charter School Bridgeport","","2018-2019","Sexually Related Behavior","Incidents","Number","7"
"Great Oaks Charter School Bridgeport","","2018-2019","Personally Threatening Behavior","Incidents","Number","6"
"Great Oaks Charter School Bridgeport","","2018-2019","Theft Related Behaviors","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2018-2019","Physical and Verbal Confrontation","Incidents","Number","27"
"Great Oaks Charter School Bridgeport","","2018-2019","Fighting and Battery","Incidents","Number","39"
"Great Oaks Charter School Bridgeport","","2018-2019","Property Damage","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2018-2019","Weapons","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2019-2020","Violent Crimes Against Persons","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2019-2020","School Policy Violations","Incidents","Number","45"
"Great Oaks Charter School Bridgeport","","2019-2020","Sexually Related Behavior","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2019-2020","Personally Threatening Behavior","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2019-2020","Theft Related Behaviors","Incidents","Number","0"
"Great Oaks Charter School Bridgeport","","2019-2020","Physical and Verbal Confrontation","Incidents","Number","38"
"Great Oaks Charter School Bridgeport","","2019-2020","Fighting and Battery","Incidents","Number","20"
"Great Oaks Charter School Bridgeport","","2019-2020","Property Damage","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2019-2020","Weapons","Incidents","Number","-9999"
"Great Oaks Charter School Bridgeport","","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","-9999"
"Greenwich School District","900133620","2009-2010","Violent Crimes Against Persons","Incidents","Number","0"
"Greenwich School District","900133620","2009-2010","School Policy Violations","Incidents","Number","157"
"Greenwich School District","900133620","2009-2010","Sexually Related Behavior","Incidents","Number","-9999"
"Greenwich School District","900133620","2009-2010","Personally Threatening Behavior","Incidents","Number","21"
"Greenwich School District","900133620","2009-2010","Theft Related Behaviors","Incidents","Number","8"
"Greenwich School District","900133620","2009-2010","Physical and Verbal Confrontation","Incidents","Number","15"
"Greenwich School District","900133620","2009-2010","Fighting and Battery","Incidents","Number","47"
"Greenwich School District","900133620","2009-2010","Property Damage","Incidents","Number","-9999"
"Greenwich School District","900133620","2009-2010","Weapons","Incidents","Number","-9999"
"Greenwich School District","900133620","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","59"
"Greenwich School District","900133620","2010-2011","Violent Crimes Against Persons","Incidents","Number","-9999"
"Greenwich School District","900133620","2010-2011","School Policy Violations","Incidents","Number","218"
"Greenwich School District","900133620","2010-2011","Sexually Related Behavior","Incidents","Number","-9999"
"Greenwich School District","900133620","2010-2011","Personally Threatening Behavior","Incidents","Number","26"
"Greenwich School District","900133620","2010-2011","Theft Related Behaviors","Incidents","Number","15"
"Greenwich School District","900133620","2010-2011","Physical and Verbal Confrontation","Incidents","Number","34"
"Greenwich School District","900133620","2010-2011","Fighting and Battery","Incidents","Number","50"
"Greenwich School District","900133620","2010-2011","Property Damage","Incidents","Number","-9999"
"Greenwich School District","900133620","2010-2011","Weapons","Incidents","Number","10"
"Greenwich School District","900133620","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","126"
"Greenwich School District","900133620","2011-2012","Violent Crimes Against Persons","Incidents","Number","-9999"
"Greenwich School District","900133620","2011-2012","School Policy Violations","Incidents","Number","155"
"Greenwich School District","900133620","2011-2012","Sexually Related Behavior","Incidents","Number","-9999"
"Greenwich School District","900133620","2011-2012","Personally Threatening Behavior","Incidents","Number","16"
"Greenwich School District","900133620","2011-2012","Theft Related Behaviors","Incidents","Number","18"
"Greenwich School District","900133620","2011-2012","Physical and Verbal Confrontation","Incidents","Number","31"
"Greenwich School District","900133620","2011-2012","Fighting and Battery","Incidents","Number","47"
"Greenwich School District","900133620","2011-2012","Property Damage","Incidents","Number","-9999"
"Greenwich School District","900133620","2011-2012","Weapons","Incidents","Number","-9999"
"Greenwich School District","900133620","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","151"
"Greenwich School District","900133620","2012-2013","Violent Crimes Against Persons","Incidents","Number","-9999"
"Greenwich School District","900133620","2012-2013","School Policy Violations","Incidents","Number","116"
"Greenwich School District","900133620","2012-2013","Sexually Related Behavior","Incidents","Number","0"
"Greenwich School District","900133620","2012-2013","Personally Threatening Behavior","Incidents","Number","28"
"Greenwich School District","900133620","2012-2013","Theft Related Behaviors","Incidents","Number","12"
"Greenwich School District","900133620","2012-2013","Physical and Verbal Confrontation","Incidents","Number","27"
"Greenwich School District","900133620","2012-2013","Fighting and Battery","Incidents","Number","44"
